RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
HRA_00104	CGND-HDA-00469-b38	TargetALS	TargetALS	TargetALS
HRA_00363	CGND-HDA-01318-b38	TargetALS	TargetALS	TargetALS
HRA_00616	CGND-HDA-00551-b38	TargetALS	TargetALS	TargetALS
HRA_00040	CGND-HDA-00201-b38	TargetALS	TargetALS	TargetALS
HRA_00559	CGND-HDA-00535-b38	TargetALS	TargetALS	TargetALS
HRA_01258	CGND-HDA-02055	TargetALS	TargetALS	TargetALS
HRA_00577	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_00068	CGND-HDA-00201-b38	TargetALS	TargetALS	TargetALS
HRA_00069	CGND-HDA-00188-b38	TargetALS	TargetALS	TargetALS
HRA_00633	CGND-HDA-00538-b38	TargetALS	TargetALS	TargetALS
HRA_00341	CGND-HDA-01316-b38	TargetALS	TargetALS	TargetALS
HRA_01239	CGND-HDA-00563-b38	TargetALS	TargetALS	TargetALS
HRA_01186	CGND-HDA-02521	TargetALS	TargetALS	TargetALS
HRA_01212	CGND-HDA-01699	TargetALS	TargetALS	TargetALS
HRA_00397	CGND-HDA-01323-b38	TargetALS	TargetALS	TargetALS
HRA_00652	CGND-HDA-00559-b38	TargetALS	TargetALS	TargetALS
HRA_00013	CGND-HDA-00188-b38	TargetALS	TargetALS	TargetALS
HRA_00423	CGND-HDA-01328-b38	TargetALS	TargetALS	TargetALS
HRA_00656	CGND-HDA-00560-b38	TargetALS	TargetALS	TargetALS
HRA_00583	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_01204	CGND-HDA-02479	TargetALS	TargetALS	TargetALS
HRA_00220	CGND-HDA-00595-b38	TargetALS	TargetALS	TargetALS
HRA_00042	CGND-HDA-00189-b38	TargetALS	TargetALS	TargetALS
HRA_01218	CGND-HDA-00547-b38	TargetALS	TargetALS	TargetALS
HRA_00213	CGND-HDA-00594-b38	TargetALS	TargetALS	TargetALS
HRA_00395	CGND-HDA-01323-b38	TargetALS	TargetALS	TargetALS
HRA_00281	CGND-HDA-00596-b38	TargetALS	TargetALS	TargetALS
HRA_00340	CGND-HDA-01315-b38	TargetALS	TargetALS	TargetALS
HRA_00607	CGND-HDA-00549-b38	TargetALS	TargetALS	TargetALS
HRA_00229	CGND-HDA-00592-b38	TargetALS	TargetALS	TargetALS
HRA_00202	CGND-HDA-00567-b38	TargetALS	TargetALS	TargetALS
HRA_00128	CGND-HDA-00493-b38	TargetALS	TargetALS	TargetALS
HRA_00436	CGND-HDA-01330-b38	TargetALS	TargetALS	TargetALS
HRA_00020	CGND-HDA-00195-b38	TargetALS	TargetALS	TargetALS
HRA_00410	CGND-HDA-01326-b38	TargetALS	TargetALS	TargetALS
HRA_00337	CGND-HDA-01315-b38	TargetALS	TargetALS	TargetALS
HRA_00573	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_01247	CGND-HDA-00565-b38	TargetALS	TargetALS	TargetALS
HRA_00308	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_00426	CGND-HDA-01328-b38	TargetALS	TargetALS	TargetALS
HRA_00047	CGND-HDA-00194-b38	TargetALS	TargetALS	TargetALS
HRA_00720	CGND-HDA-02061	TargetALS	TargetALS	TargetALS
HRA_00404	CGND-HDA-01325-b38	TargetALS	TargetALS	TargetALS
HRA_00048	CGND-HDA-00195-b38	TargetALS	TargetALS	TargetALS
HRA_00405	CGND-HDA-01325-b38	TargetALS	TargetALS	TargetALS
HRA_01248	CGND-HDA-00566-b38	TargetALS	TargetALS	TargetALS
HRA_00034	CGND-HDA-00195-b38	TargetALS	TargetALS	TargetALS
HRA_00211	CGND-HDA-00592-b38	TargetALS	TargetALS	TargetALS
HRA_00356	CGND-HDA-01317-b38	TargetALS	TargetALS	TargetALS
HRA_00393	CGND-HDA-01323-b38	TargetALS	TargetALS	TargetALS
HRA_00620	CGND-HDA-00552-b38	TargetALS	TargetALS	TargetALS
HRA_00578	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_01242	CGND-HDA-00564-b38	TargetALS	TargetALS	TargetALS
HRA_00584	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_01259	CGND-HDA-02055	TargetALS	TargetALS	TargetALS
HRA_00370	CGND-HDA-01319-b38	TargetALS	TargetALS	TargetALS
HRA_00605	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00111	CGND-HDA-00476-b38	TargetALS	TargetALS	TargetALS
HRA_00523	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_00372	CGND-HDA-01320-b38	TargetALS	TargetALS	TargetALS
HRA_00234	CGND-HDA-00591-b38	TargetALS	TargetALS	TargetALS
HRA_00536	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00230	CGND-HDA-00593-b38	TargetALS	TargetALS	TargetALS
HRA_00328	CGND-HDA-01314-b38	TargetALS	TargetALS	TargetALS
HRA_00139	CGND-HDA-00504-b38	TargetALS	TargetALS	TargetALS
HRA_00305	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_00237	CGND-HDA-00594-b38	TargetALS	TargetALS	TargetALS
HRA_00233	CGND-HDA-00590-b38	TargetALS	TargetALS	TargetALS
HRA_00612	CGND-HDA-00550-b38	TargetALS	TargetALS	TargetALS
HRA_01255	CGND-HDA-02053	TargetALS	TargetALS	TargetALS
HRA_00304	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_00637	CGND-HDA-02237	TargetALS	TargetALS	TargetALS
HRA_00594	CGND-HDA-02055	TargetALS	TargetALS	TargetALS
HRA_00564	CGND-HDA-00540-b38	TargetALS	TargetALS	TargetALS
HRA_00204	CGND-HDA-00591-b38	TargetALS	TargetALS	TargetALS
HRA_00216	CGND-HDA-00591-b38	TargetALS	TargetALS	TargetALS
HRA_01250	CGND-HDA-00566-b38	TargetALS	TargetALS	TargetALS
HRA_00420	CGND-HDA-01327-b38	TargetALS	TargetALS	TargetALS
HRA_01232	CGND-HDA-00559-b38	TargetALS	TargetALS	TargetALS
HRA_00093	CGND-HDA-00198-b38	TargetALS	TargetALS	TargetALS
HRA_00203	CGND-HDA-00590-b38	TargetALS	TargetALS	TargetALS
HRA_00570	CGND-HDA-00541-b38	TargetALS	TargetALS	TargetALS
HRA_00650	CGND-HDA-00559-b38	TargetALS	TargetALS	TargetALS
HRA_00603	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00641	CGND-HDA-00555-b38	TargetALS	TargetALS	TargetALS
HRA_00106	CGND-HDA-00471-b38	TargetALS	TargetALS	TargetALS
HRA_00084	CGND-HDA-00189-b38	TargetALS	TargetALS	TargetALS
HRA_00431	CGND-HDA-01329-b38	TargetALS	TargetALS	TargetALS
HRA_00325	CGND-HDA-01313-b38	TargetALS	TargetALS	TargetALS
HRA_00031	CGND-HDA-00192-b38	TargetALS	TargetALS	TargetALS
HRA_00527	CGND-HDA-00540-b38	TargetALS	TargetALS	TargetALS
HRA_00206	CGND-HDA-00593-b38	TargetALS	TargetALS	TargetALS
HRA_00134	CGND-HDA-00499-b38	TargetALS	TargetALS	TargetALS
HRA_00070	CGND-HDA-00189-b38	TargetALS	TargetALS	TargetALS
HRA_00170	CGND-HDA-00535-b38	TargetALS	TargetALS	TargetALS
HRA_01243	CGND-HDA-00564-b38	TargetALS	TargetALS	TargetALS
HRA_00302	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_00529	CGND-HDA-00541-b38	TargetALS	TargetALS	TargetALS
HRA_00347	CGND-HDA-01316-b38	TargetALS	TargetALS	TargetALS
HRA_00171	CGND-HDA-00536-b38	TargetALS	TargetALS	TargetALS
HRA_00375	CGND-HDA-01320-b38	TargetALS	TargetALS	TargetALS
HRA_00416	CGND-HDA-01327-b38	TargetALS	TargetALS	TargetALS
HRA_00617	CGND-HDA-00551-b38	TargetALS	TargetALS	TargetALS
HRA_00296	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_00037	CGND-HDA-00198-b38	TargetALS	TargetALS	TargetALS
HRA_00299	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_00569	CGND-HDA-00541-b38	TargetALS	TargetALS	TargetALS
HRA_00634	CGND-HDA-00538-b38	TargetALS	TargetALS	TargetALS
HRA_00221	CGND-HDA-00590-b38	TargetALS	TargetALS	TargetALS
HRA_00271	CGND-HDA-00599-b38	TargetALS	TargetALS	TargetALS
HRA_00588	CGND-HDA-02053	TargetALS	TargetALS	TargetALS
HRA_00270	CGND-HDA-00598-b38	TargetALS	TargetALS	TargetALS
HRA_00350	CGND-HDA-01317-b38	TargetALS	TargetALS	TargetALS
HRA_00316	CGND-HDA-01312-b38	TargetALS	TargetALS	TargetALS
HRA_00651	CGND-HDA-00559-b38	TargetALS	TargetALS	TargetALS
HRA_00601	CGND-HDA-02057	TargetALS	TargetALS	TargetALS
HRA_00396	CGND-HDA-01323-b38	TargetALS	TargetALS	TargetALS
HRA_00548	CGND-HDA-00551-b38	TargetALS	TargetALS	TargetALS
HRA_00427	CGND-HDA-01328-b38	TargetALS	TargetALS	TargetALS
HRA_00589	CGND-HDA-02053	TargetALS	TargetALS	TargetALS
HRA_00373	CGND-HDA-01320-b38	TargetALS	TargetALS	TargetALS
HRA_00015	CGND-HDA-00190-b38	TargetALS	TargetALS	TargetALS
HRA_00606	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00586	CGND-HDA-02053	TargetALS	TargetALS	TargetALS
HRA_01220	CGND-HDA-02237	TargetALS	TargetALS	TargetALS
HRA_00390	CGND-HDA-01322-b38	TargetALS	TargetALS	TargetALS
HRA_00320	CGND-HDA-01313-b38	TargetALS	TargetALS	TargetALS
HRA_00193	CGND-HDA-00558-b38	TargetALS	TargetALS	TargetALS
HRA_00421	CGND-HDA-01327-b38	TargetALS	TargetALS	TargetALS
HRA_00413	CGND-HDA-01326-b38	TargetALS	TargetALS	TargetALS
HRA_00557	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_01209	CGND-HDA-01702	TargetALS	TargetALS	TargetALS
HRA_00045	CGND-HDA-00192-b38	TargetALS	TargetALS	TargetALS
HRA_01257	CGND-HDA-02054	TargetALS	TargetALS	TargetALS
HRA_00168	CGND-HDA-00533-b38	TargetALS	TargetALS	TargetALS
HRA_00344	CGND-HDA-01316-b38	TargetALS	TargetALS	TargetALS
HRA_00598	CGND-HDA-02057	TargetALS	TargetALS	TargetALS
HRA_01261	CGND-HDA-02056	TargetALS	TargetALS	TargetALS
HRA_00342	CGND-HDA-01316-b38	TargetALS	TargetALS	TargetALS
HRA_00648	CGND-HDA-00558-b38	TargetALS	TargetALS	TargetALS
HRA_00049	CGND-HDA-00196-b38	TargetALS	TargetALS	TargetALS
HRA_01227	CGND-HDA-00556-b38	TargetALS	TargetALS	TargetALS
HRA_00227	CGND-HDA-00590-b38	TargetALS	TargetALS	TargetALS
HRA_00301	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_00546	CGND-HDA-00551-b38	TargetALS	TargetALS	TargetALS
HRA_00382	CGND-HDA-01321-b38	TargetALS	TargetALS	TargetALS
HRA_00298	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_00667	CGND-HDA-00564-b38	TargetALS	TargetALS	TargetALS
HRA_00530	CGND-HDA-00541-b38	TargetALS	TargetALS	TargetALS
HRA_01236	CGND-HDA-00562-b38	TargetALS	TargetALS	TargetALS
HRA_01208	CGND-HDA-01702	TargetALS	TargetALS	TargetALS
HRA_00533	CGND-HDA-00547-b38	TargetALS	TargetALS	TargetALS
HRA_00124	CGND-HDA-00489-b38	TargetALS	TargetALS	TargetALS
HRA_00178	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_00235	CGND-HDA-00592-b38	TargetALS	TargetALS	TargetALS
HRA_00575	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_00663	CGND-HDA-00563-b38	TargetALS	TargetALS	TargetALS
HRA_00032	CGND-HDA-00193-b38	TargetALS	TargetALS	TargetALS
HRA_00624	CGND-HDA-00552-b38	TargetALS	TargetALS	TargetALS
HRA_00654	CGND-HDA-00560-b38	TargetALS	TargetALS	TargetALS
HRA_00053	CGND-HDA-00200-b38	TargetALS	TargetALS	TargetALS
HRA_00326	CGND-HDA-01314-b38	TargetALS	TargetALS	TargetALS
HRA_00362	CGND-HDA-01318-b38	TargetALS	TargetALS	TargetALS
HRA_00358	CGND-HDA-01318-b38	TargetALS	TargetALS	TargetALS
HRA_00318	CGND-HDA-01312-b38	TargetALS	TargetALS	TargetALS
HRA_00214	CGND-HDA-00595-b38	TargetALS	TargetALS	TargetALS
HRA_00050	CGND-HDA-00197-b38	TargetALS	TargetALS	TargetALS
HRA_00386	CGND-HDA-01316-b38	TargetALS	TargetALS	TargetALS
HRA_00016	CGND-HDA-00191-b38	TargetALS	TargetALS	TargetALS
HRA_00026	CGND-HDA-00201-b38	TargetALS	TargetALS	TargetALS
HRA_00558	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_00367	CGND-HDA-01319-b38	TargetALS	TargetALS	TargetALS
HRA_00019	CGND-HDA-00194-b38	TargetALS	TargetALS	TargetALS
HRA_00039	CGND-HDA-00200-b38	TargetALS	TargetALS	TargetALS
HRA_00657	CGND-HDA-00560-b38	TargetALS	TargetALS	TargetALS
HRA_00314	CGND-HDA-01312-b38	TargetALS	TargetALS	TargetALS
HRA_01251	CGND-HDA-00567-b38	TargetALS	TargetALS	TargetALS
HRA_00562	CGND-HDA-00535-b38	TargetALS	TargetALS	TargetALS
HRA_00313	CGND-HDA-01312-b38	TargetALS	TargetALS	TargetALS
HRA_00085	CGND-HDA-00190-b38	TargetALS	TargetALS	TargetALS
HRA_00369	CGND-HDA-01319-b38	TargetALS	TargetALS	TargetALS
HRA_01264	CGND-HDA-02057	TargetALS	TargetALS	TargetALS
HRA_00549	CGND-HDA-00553-b38	TargetALS	TargetALS	TargetALS
HRA_00079	CGND-HDA-00198-b38	TargetALS	TargetALS	TargetALS
HRA_00025	CGND-HDA-00200-b38	TargetALS	TargetALS	TargetALS
HRA_00542	CGND-HDA-00550-b38	TargetALS	TargetALS	TargetALS
HRA_00540	CGND-HDA-00549-b38	TargetALS	TargetALS	TargetALS
HRA_00021	CGND-HDA-00196-b38	TargetALS	TargetALS	TargetALS
HRA_00550	CGND-HDA-00553-b38	TargetALS	TargetALS	TargetALS
HRA_00665	CGND-HDA-00563-b38	TargetALS	TargetALS	TargetALS
HRA_00228	CGND-HDA-00591-b38	TargetALS	TargetALS	TargetALS
HRA_00582	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_01265	CGND-HDA-02057	TargetALS	TargetALS	TargetALS
HRA_00071	CGND-HDA-00190-b38	TargetALS	TargetALS	TargetALS
HRA_00357	CGND-HDA-01318-b38	TargetALS	TargetALS	TargetALS
HRA_00046	CGND-HDA-00193-b38	TargetALS	TargetALS	TargetALS
HRA_00745	CGND-HDA-00440-b38	TargetALS	TargetALS	TargetALS
HRA_00334	CGND-HDA-01315-b38	TargetALS	TargetALS	TargetALS
HRA_00307	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_01254	CGND-HDA-02053	TargetALS	TargetALS	TargetALS
HRA_00560	CGND-HDA-00535-b38	TargetALS	TargetALS	TargetALS
HRA_00435	CGND-HDA-01330-b38	TargetALS	TargetALS	TargetALS
HRA_00412	CGND-HDA-01326-b38	TargetALS	TargetALS	TargetALS
HRA_01187	CGND-HDA-02521	TargetALS	TargetALS	TargetALS
HRA_01217	CGND-HDA-00535-b38	TargetALS	TargetALS	TargetALS
HRA_00022	CGND-HDA-00197-b38	TargetALS	TargetALS	TargetALS
HRA_00224	CGND-HDA-00593-b38	TargetALS	TargetALS	TargetALS
HRA_00360	CGND-HDA-01318-b38	TargetALS	TargetALS	TargetALS
HRA_01224	CGND-HDA-00555-b38	TargetALS	TargetALS	TargetALS
HRA_00099	CGND-HDA-00464-b38	TargetALS	TargetALS	TargetALS
HRA_00057	CGND-HDA-00190-b38	TargetALS	TargetALS	TargetALS
HRA_00706	CGND-HDA-02045	TargetALS	TargetALS	TargetALS
HRA_00014	CGND-HDA-00189-b38	TargetALS	TargetALS	TargetALS
HRA_00623	CGND-HDA-00552-b38	TargetALS	TargetALS	TargetALS
HRA_00609	CGND-HDA-00549-b38	TargetALS	TargetALS	TargetALS
HRA_00638	CGND-HDA-02237	TargetALS	TargetALS	TargetALS
HRA_00425	CGND-HDA-01328-b38	TargetALS	TargetALS	TargetALS
HRA_00610	CGND-HDA-00549-b38	TargetALS	TargetALS	TargetALS
HRA_00670	CGND-HDA-00564-b38	TargetALS	TargetALS	TargetALS
HRA_00159	CGND-HDA-00524-b38	TargetALS	TargetALS	TargetALS
HRA_00238	CGND-HDA-00595-b38	TargetALS	TargetALS	TargetALS
HRA_00324	CGND-HDA-01313-b38	TargetALS	TargetALS	TargetALS
HRA_00645	CGND-HDA-00556-b38	TargetALS	TargetALS	TargetALS
HRA_00543	CGND-HDA-00550-b38	TargetALS	TargetALS	TargetALS
HRA_00669	CGND-HDA-00564-b38	TargetALS	TargetALS	TargetALS
HRA_00384	CGND-HDA-01321-b38	TargetALS	TargetALS	TargetALS
HRA_00547	CGND-HDA-00551-b38	TargetALS	TargetALS	TargetALS
HRA_00407	CGND-HDA-01325-b38	TargetALS	TargetALS	TargetALS
HRA_00212	CGND-HDA-00593-b38	TargetALS	TargetALS	TargetALS
HRA_00387	CGND-HDA-01322-b38	TargetALS	TargetALS	TargetALS
HRA_00571	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_00401	CGND-HDA-01324-b38	TargetALS	TargetALS	TargetALS
HRA_00388	CGND-HDA-01322-b38	TargetALS	TargetALS	TargetALS
HRA_00110	CGND-HDA-00475-b38	TargetALS	TargetALS	TargetALS
HRA_00027	CGND-HDA-00188-b38	TargetALS	TargetALS	TargetALS
HRA_01253	CGND-HDA-00567-b38	TargetALS	TargetALS	TargetALS
HRA_00023	CGND-HDA-00198-b38	TargetALS	TargetALS	TargetALS
HRA_00526	CGND-HDA-00540-b38	TargetALS	TargetALS	TargetALS
HRA_00087	CGND-HDA-00192-b38	TargetALS	TargetALS	TargetALS
HRA_00600	CGND-HDA-02057	TargetALS	TargetALS	TargetALS
HRA_00151	CGND-HDA-00516-b38	TargetALS	TargetALS	TargetALS
HRA_00156	CGND-HDA-00521-b38	TargetALS	TargetALS	TargetALS
HRA_00056	CGND-HDA-00189-b38	TargetALS	TargetALS	TargetALS
HRA_01267	CGND-HDA-02063	TargetALS	TargetALS	TargetALS
HRA_00432	CGND-HDA-01329-b38	TargetALS	TargetALS	TargetALS
HRA_01222	CGND-HDA-00555-b38	TargetALS	TargetALS	TargetALS
HRA_00403	CGND-HDA-01324-b38	TargetALS	TargetALS	TargetALS
HRA_00574	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_00346	CGND-HDA-01316-b38	TargetALS	TargetALS	TargetALS
HRA_00713	CGND-HDA-02052	TargetALS	TargetALS	TargetALS
HRA_00718	CGND-HDA-01476	TargetALS	TargetALS	TargetALS
HRA_00194	CGND-HDA-00559-b38	TargetALS	TargetALS	TargetALS
HRA_00389	CGND-HDA-01322-b38	TargetALS	TargetALS	TargetALS
HRA_00052	CGND-HDA-00199-b38	TargetALS	TargetALS	TargetALS
HRA_00036	CGND-HDA-00197-b38	TargetALS	TargetALS	TargetALS
HRA_00029	CGND-HDA-00190-b38	TargetALS	TargetALS	TargetALS
HRA_00017	CGND-HDA-00192-b38	TargetALS	TargetALS	TargetALS
HRA_00160	CGND-HDA-00525-b38	TargetALS	TargetALS	TargetALS
HRA_00402	CGND-HDA-01324-b38	TargetALS	TargetALS	TargetALS
HRA_00625	CGND-HDA-00552-b38	TargetALS	TargetALS	TargetALS
HRA_00269	CGND-HDA-00597-b38	TargetALS	TargetALS	TargetALS
HRA_00596	CGND-HDA-02056	TargetALS	TargetALS	TargetALS
HRA_00538	CGND-HDA-00549-b38	TargetALS	TargetALS	TargetALS
HRA_00309	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_00419	CGND-HDA-01327-b38	TargetALS	TargetALS	TargetALS
HRA_00179	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_00175	CGND-HDA-00540-b38	TargetALS	TargetALS	TargetALS
HRA_00664	CGND-HDA-00563-b38	TargetALS	TargetALS	TargetALS
HRA_00377	CGND-HDA-01320-b38	TargetALS	TargetALS	TargetALS
HRA_00330	CGND-HDA-01314-b38	TargetALS	TargetALS	TargetALS
HRA_00551	CGND-HDA-00553-b38	TargetALS	TargetALS	TargetALS
HRA_00076	CGND-HDA-00195-b38	TargetALS	TargetALS	TargetALS
HRA_00649	CGND-HDA-00558-b38	TargetALS	TargetALS	TargetALS
HRA_00535	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00414	CGND-HDA-01326-b38	TargetALS	TargetALS	TargetALS
HRA_00197	CGND-HDA-00562-b38	TargetALS	TargetALS	TargetALS
HRA_00236	CGND-HDA-00593-b38	TargetALS	TargetALS	TargetALS
HRA_00169	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_00306	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_00576	CGND-HDA-00543-b38	TargetALS	TargetALS	TargetALS
HRA_00534	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00059	CGND-HDA-00192-b38	TargetALS	TargetALS	TargetALS
HRA_00282	CGND-HDA-00597-b38	TargetALS	TargetALS	TargetALS
HRA_00554	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_00585	CGND-HDA-02053	TargetALS	TargetALS	TargetALS
HRA_00675	CGND-HDA-00565-b38	TargetALS	TargetALS	TargetALS
HRA_00121	CGND-HDA-00486-b38	TargetALS	TargetALS	TargetALS
HRA_01241	CGND-HDA-00563-b38	TargetALS	TargetALS	TargetALS
HRA_00065	CGND-HDA-00198-b38	TargetALS	TargetALS	TargetALS
HRA_00580	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_00422	CGND-HDA-01328-b38	TargetALS	TargetALS	TargetALS
HRA_00338	CGND-HDA-01315-b38	TargetALS	TargetALS	TargetALS
HRA_00073	CGND-HDA-00192-b38	TargetALS	TargetALS	TargetALS
HRA_00063	CGND-HDA-00196-b38	TargetALS	TargetALS	TargetALS
HRA_00323	CGND-HDA-01313-b38	TargetALS	TargetALS	TargetALS
HRA_00655	CGND-HDA-00560-b38	TargetALS	TargetALS	TargetALS
HRA_00640	CGND-HDA-00555-b38	TargetALS	TargetALS	TargetALS
HRA_00101	CGND-HDA-00466-b38	TargetALS	TargetALS	TargetALS
HRA_00434	CGND-HDA-01330-b38	TargetALS	TargetALS	TargetALS
HRA_00231	CGND-HDA-00594-b38	TargetALS	TargetALS	TargetALS
HRA_00525	CGND-HDA-00540-b38	TargetALS	TargetALS	TargetALS
HRA_00208	CGND-HDA-00595-b38	TargetALS	TargetALS	TargetALS
HRA_00581	CGND-HDA-00544-b38	TargetALS	TargetALS	TargetALS
HRA_00232	CGND-HDA-00595-b38	TargetALS	TargetALS	TargetALS
HRA_00561	CGND-HDA-00535-b38	TargetALS	TargetALS	TargetALS
HRA_01237	CGND-HDA-00562-b38	TargetALS	TargetALS	TargetALS
HRA_00660	CGND-HDA-00562-b38	TargetALS	TargetALS	TargetALS
HRA_00433	CGND-HDA-01329-b38	TargetALS	TargetALS	TargetALS
HRA_01207	CGND-HDA-01701	TargetALS	TargetALS	TargetALS
HRA_01219	CGND-HDA-02237	TargetALS	TargetALS	TargetALS
HRA_00075	CGND-HDA-00194-b38	TargetALS	TargetALS	TargetALS
HRA_00553	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_00528	CGND-HDA-00540-b38	TargetALS	TargetALS	TargetALS
HRA_00074	CGND-HDA-00193-b38	TargetALS	TargetALS	TargetALS
HRA_01246	CGND-HDA-00565-b38	TargetALS	TargetALS	TargetALS
HRA_00295	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_01266	CGND-HDA-02063	TargetALS	TargetALS	TargetALS
HRA_00055	CGND-HDA-00188-b38	TargetALS	TargetALS	TargetALS
HRA_00555	CGND-HDA-00534-b38	TargetALS	TargetALS	TargetALS
HRA_00078	CGND-HDA-00197-b38	TargetALS	TargetALS	TargetALS
HRA_00108	CGND-HDA-00473-b38	TargetALS	TargetALS	TargetALS
HRA_01245	CGND-HDA-00565-b38	TargetALS	TargetALS	TargetALS
HRA_00300	CGND-HDA-01310-b38	TargetALS	TargetALS	TargetALS
HRA_00545	CGND-HDA-00550-b38	TargetALS	TargetALS	TargetALS
HRA_00018	CGND-HDA-00193-b38	TargetALS	TargetALS	TargetALS
HRA_00622	CGND-HDA-00552-b38	TargetALS	TargetALS	TargetALS
HRA_00391	CGND-HDA-01322-b38	TargetALS	TargetALS	TargetALS
HRA_00209	CGND-HDA-00590-b38	TargetALS	TargetALS	TargetALS
HRA_00149	CGND-HDA-00514-b38	TargetALS	TargetALS	TargetALS
HRA_00613	CGND-HDA-00550-b38	TargetALS	TargetALS	TargetALS
HRA_00380	CGND-HDA-01321-b38	TargetALS	TargetALS	TargetALS
HRA_00183	CGND-HDA-00548-b38	TargetALS	TargetALS	TargetALS
HRA_00398	CGND-HDA-01324-b38	TargetALS	TargetALS	TargetALS
HRA_00368	CGND-HDA-01319-b38	TargetALS	TargetALS	TargetALS
HRA_01244	CGND-HDA-00564-b38	TargetALS	TargetALS	TargetALS
HRA_00207	CGND-HDA-00594-b38	TargetALS	TargetALS	TargetALS
HRA_00310	CGND-HDA-01311-b38	TargetALS	TargetALS	TargetALS
HRA_00154	CGND-HDA-00519-b38	TargetALS	TargetALS	TargetALS
HRA_00376	CGND-HDA-01320-b38	TargetALS	TargetALS	TargetALS
HRA_00539	CGND-HDA-00549-b38	TargetALS	TargetALS	TargetALS
HRA_00129	CGND-HDA-00494-b38	TargetALS	TargetALS	TargetALS
HRA_00374	CGND-HDA-01320-b38	TargetALS	TargetALS	TargetALS
HRA_00661	CGND-HDA-00562-b38	TargetALS	TargetALS	TargetALS
HRA_00417	CGND-HDA-01327-b38	TargetALS	TargetALS	TargetALS
HRA_00429	CGND-HDA-01329-b38	TargetALS	TargetALS	TargetALS
HRA_01225	CGND-HDA-00556-b38	TargetALS	TargetALS	TargetALS
HRA_00424	CGND-HDA-01328-b38	TargetALS	TargetALS	TargetALS
HRA_00118	CGND-HDA-00483-b38	TargetALS	TargetALS	TargetALS
HRA_00223	CGND-HDA-00592-b38	TargetALS	TargetALS	TargetALS
HRA_00680	CGND-HDA-00567-b38	TargetALS	TargetALS	TargetALS
HRA_00077	CGND-HDA-00196-b38	TargetALS	TargetALS	TargetALS
HRA_00394	CGND-HDA-01323-b38	TargetALS	TargetALS	TargetALS
HRA_01228	CGND-HDA-00557-b38	TargetALS	TargetALS	TargetALS
HRA_00666	CGND-HDA-00563-b38	TargetALS	TargetALS	TargetALS
HRA_01205	CGND-HDA-02479	TargetALS	TargetALS	TargetALS
HRA_00081	CGND-HDA-00200-b38	TargetALS	TargetALS	TargetALS
HRA_00062	CGND-HDA-00195-b38	TargetALS	TargetALS	TargetALS
HRA_00400	CGND-HDA-01324-b38	TargetALS	TargetALS	TargetALS
HRA_00088	CGND-HDA-00193-b38	TargetALS	TargetALS	TargetALS
HRA_01260	CGND-HDA-02056	TargetALS	TargetALS	TargetALS
